0;#;FORM;LEMMA;GRAM;FEAT;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;AUTO_FEAT;RIGHT_Lemma
39161;;оливье;оливье;S;m,inan=acc,sg;;;  Надо оливье доедать . ;е;ь;в;и;л;о;;оливье;S;_;е
39162;;доедать;доедать;V;inf,ipf,tran;;; Надо оливье доедать .  ;ь;т;а;д;е;о;;доедать;V;_;ь
39163;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
39164;;;;;_;;;;;;;;;;;;;;
39165;</speech>;;;;_;;;;;;;;;;;;;;
39166;;;;;_;;;;;;;;;;;;;;
39167;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
39168;"<distinct form=""Щаз""></distinct>";;;;_;;;;;;;;;;;;;;
39169;;доедим;доесть;V;fut,pl,indic,1p,pf;;;   доедим .  ;м;и;д;е;о;д;;доесть;V;_;ь
39170;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
39171;;;;;_;;;;;;;;;;;;;;
39172;https://www.youtube.com/watch?v=pZ7Gl1mpqKI&feature=youtu.be&t=12m05s;;;;_;;;;;;;;;;;;;;
39173;;;;;_;;;;;;;;;;;;;;
39174;</speech>;;;;_;;;;;;;;;;;;;;
39175;;;;;_;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
40573;https://www.youtube.com/watch?v=pZ7Gl1mpqKI&feature=youtu.be&t=17m27s;;;;_;;;;;;;;;;;;;;
40574;;;;;_;;;;;;;;;;;;;;
40575;</speech>;;;;_;;;;;;;;;;;;;;
40576;;;;;_;;;;;;;;;;;;;;
40577;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40578;;Давай;давай;PART;PART;;;   Давай салатик на диван;й;а;в;а;Д;;;давать;V;_;й
40579;;салатик;салатик;S;m,inan=acc,sg;;;  Давай салатик на диван прям;к;и;т;а;л;а;;салатик;S;_;к
40580;;на;на;PR;_;;; Давай салатик на диван прям . ;а;н;;;;;;на;PR;_;а
40581;;диван;диван;S;m,inan=acc,sg;;;Давай салатик на диван прям .  ;н;а;в;и;д;;;диван;S;_;н
40582;;прям;прямой;A;sg,brev,m;;;салатик на диван прям .   ;м;я;р;п;;;;прямой;A;_;й
40583;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40584;;;;;_;;;;;;;;;;;;;;
40585;</speech>;;;;_;;;;;;;;;;;;;;
40586;;;;;_;;;;;;;;;;;;;;
40587;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40588;;Вишь;вишь;PART;_;;;   Вишь какой  салатик;ь;ш;и;В;;;;вишь;PART;_;ь
40589;;какой;какой;APRO;nom,sg,m;;;  Вишь какой  салатик ...;й;о;к;а;к;;;какой;APRO;_;й
40590;<noindex>[нрзб]</noindex> ;;;;_;;;;;;;;;;;;;;
40591;;салатик;салатик;S;m,inan=nom,sg;;;Вишь какой  салатик ...  ;к;и;т;а;л;а;;салатик;S;_;к
40592;;...;...;PUNCT;_;;;;;;;;;;;...;PUNCT;_;
40593;;;;;_;;;;;;;;;;;;;;
40594;</speech>;;;;_;;;;;;;;;;;;;;
40595;;;;;_;;;;;;;;;;;;;;
40596;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40597;"<distinct form=""Ща""></distinct>";;;;_;;;;;;;;;;;;;;
40598;;сейчас;сейчас;ADV;_;;;   сейчас буду хавать и;с;а;ч;й;е;с;;сейчас;ADV;_;с
40599;;буду;быть;V;intr=pf,fut,sg,indic,1p;;;  сейчас буду хавать и играть;у;д;у;б;;;;быть;V;_;ь
40600;;хавать;хавать;V;ipf,tran=inf;;; сейчас буду хавать и играть , ;ь;т;а;в;а;х;;хавать;V;_;ь
40601;;и;и;CONJ;_;;;сейчас буду хавать и играть ,  хавать;и;;;;;;;и;CONJ;_;и
40602;;играть;играть;V;ipf,tran=inf;;;буду хавать и играть ,  хавать и;ь;т;а;р;г;и;;играть;V;_;ь
40603;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40604;;хавать;хавать;V;ipf,tran=inf;;;и играть ,  хавать и играть .;ь;т;а;в;а;х;;хавать;V;_;ь
40605;;и;и;CONJ;_;;;играть ,  хавать и играть . ;и;;;;;;;и;CONJ;_;и
40606;;играть;играть;V;ipf,tran=inf;;;,  хавать и играть .  ;ь;т;а;р;г;и;;играть;V;_;ь
40607;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
40608;;;;;_;;;;;;;;;;;;;;
40609;</speech>;;;;_;;;;;;;;;;;;;;
40610;;;;;_;;;;;;;;;;;;;;
40611;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40612;"<distinct form=""Смори""></distinct>";;;;_;;;;;;;;;;;;;;
40613;;смотри;смотреть;V;ipf,tran=sg,imper,2p;;;   смотри ,  даже не;и;р;т;о;м;с;;смотреть;V;_;ь
40614;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40615;;даже;даже;PART;_;;; смотри ,  даже не в алюминиевую;е;ж;а;д;;;;даже;PART;_;е
40616;;не;не;PART;_;;;смотри ,  даже не в алюминиевую наложила;е;н;;;;;;не;PART;_;е
40617;;в;в;PR;_;;;,  даже не в алюминиевую наложила тебе;в;;;;;;;в;PR;_;в
40618;;алюминиевую;алюминиевый;A;acc,sg,plen,f;;;даже не в алюминиевую наложила тебе в;ю;у;в;е;и;н;;алюминиевый;A;_;й
40619;;наложила;наложить;V;tran=praet,sg,indic,f,pf;;;не в алюминиевую наложила тебе в этот;а;л;и;ж;о;л;;наложить;V;_;ь
40620;;тебе;ты;SPRO;sg,2p=dat;;;в алюминиевую наложила тебе в этот раз;е;б;е;т;;;;ты;SPRO;_;ы
40621;;в;в;PR;_;;;алюминиевую наложила тебе в этот раз , ;в;;;;;;;в;PR;_;в
40622;;этот;этот;APRO;acc,sg,m,inan;;;наложила тебе в этот раз ,  да;т;о;т;э;;;;этот;APRO;_;т
40623;;раз;раз;S;m,inan=acc,sg;;;тебе в этот раз ,  да , ;з;а;р;;;;;раз;S;_;з
40624;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40625;;да;да;CONJ;_;;;этот раз ,  да ,  Валер ? ;а;д;;;;;;да;CONJ;_;а
40626;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40627;;Валер;валер;S;m,inan=nom,sg;;;,  да ,  Валер ?   ;р;е;л;а;В;;;валер;S;_;р
40628;;? ;? ;PUNCT;_;;;;;;;;;;;? ;PUNCT;_;
40629;;;;;_;;;;;;;;;;;;;;
40630;</speech>;;;;_;;;;;;;;;;;;;;
40631;;;;;_;;;;;;;;;;;;;;
40632;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40633;;Да;да;CONJ;_;;;   Да ,  странно , ;а;Д;;;;;;да;CONJ;_;а
40634;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40635;;странно;странно;PRAEDIC;_;;; Да ,  странно ,  можно было;о;н;н;а;р;т;;странно;ADV;_;о
40636;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40637;;можно;можно;PRAEDIC;_;;;,  странно ,  можно было в алюминиевую;о;н;ж;о;м;;;можно;ADV;_;о
40638;;было;быть;V;intr=praet,sg,indic,n,ipf;;;странно ,  можно было в алюминиевую наложить;о;л;ы;б;;;;быть;V;_;ь
40639;;в;в;PR;_;;;,  можно было в алюминиевую наложить .;в;;;;;;;в;PR;_;в
40640;;алюминиевую;алюминиевый;A;acc,sg,plen,f;;;можно было в алюминиевую наложить . ;ю;у;в;е;и;н;;алюминиевый;A;_;й
40641;;наложить;наложить;V;tran=inf,pf;;;было в алюминиевую наложить .  ;ь;т;и;ж;о;л;;наложить;V;_;ь
40642;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
40643;;;;;_;;;;;;;;;;;;;;
40644;</speech>;;;;_;;;;;;;;;;;;;;
40645;;;;;_;;;;;;;;;;;;;;
40646;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40647;;В;в;PR;_;;;   В красивую черную тарелку;В;;;;;;;в;PR;_;в
40648;;красивую;красивый;A;acc,sg,plen,f;;;  В красивую черную тарелку .;ю;у;в;и;с;а;;красивый;A;_;й
40649;;черную;черный;A;acc,sg,plen,f;;; В красивую черную тарелку . ;ю;у;н;р;е;ч;;черный;A;_;й
40650;;тарелку;тарелка;S;f,inan=acc,sg;;;В красивую черную тарелку .  ;у;к;л;е;р;а;;тарелка;S;_;а
40651;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
40652;;;;;_;;;;;;;;;;;;;;
40653;https://www.youtube.com/watch?v=pZ7Gl1mpqKI&feature=youtu.be&t=17m47s;;;;_;;;;;;;;;;;;;;
40654;;;;;_;;;;;;;;;;;;;;
40655;</speech>;;;;_;;;;;;;;;;;;;;
40656;;;;;_;;;;;;;;;;;;;;
40657;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40658;;Может;мочь;V;ipf,intr=praes,sg,indic,3p;;;   Может все - ;т;е;ж;о;М;;;мочь;V;_;ь
40659;"<distinct form=""всё-тки""></distinct>";;;;_;;;;;;;;;;;;;;
40660;;все-таки;все-таки;PART;_;;;все -  все-таки переложишь ? ;и;к;а;т;-;е;;все-таки;PART;_;и
40661;;переложишь;переложить;V;fut,sg,indic,2p,pf,tran;;;-  все-таки переложишь ?  ;ь;ш;и;ж;о;л;;переложить;V;_;ь
40662;;?;?;PUNCT;_;;;;;;;;;;;?;PUNCT;_;
40663;;;;;_;;;;;;;;;;;;;;
40664;</speech>;;;;_;;;;;;;;;;;;;;
40665;;;;;_;;;;;;;;;;;;;;
40666;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40667;;Надо;надо;PRAEDIC;_;;;   Надо было в алюминиевую;о;д;а;Н;;;;надо;ADV;_;о
40668;;было;быть;V;intr=praet,sg,indic,n,ipf;;;  Надо было в алюминиевую кинуть;о;л;ы;б;;;;быть;V;_;ь
40669;;в;в;PR;_;;; Надо было в алюминиевую кинуть , ;в;;;;;;;в;PR;_;в
40670;;алюминиевую;алюминиевый;A;acc,sg,plen,f;;;Надо было в алюминиевую кинуть ,  как;ю;у;в;е;и;н;;алюминиевый;A;_;й
40671;;кинуть;кинуть;V;pf,tran=inf;;;было в алюминиевую кинуть ,  как псу;ь;т;у;н;и;к;;кинуть;V;_;ь
40672;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40673;;как;как;CONJ;_;;;алюминиевую кинуть ,  как псу просто , ;к;а;к;;;;;как;CONJ;_;к
40674;;псу;пес;S;m,anim=dat,sg;;;кинуть ,  как псу просто ,  а;у;с;п;;;;;пес;S;_;с
40675;;просто;просто;PART;_;;;,  как псу просто ,  а ?;о;т;с;о;р;п;;просто;PART;_;о
40676;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40677;;а;а;CONJ;_;;;псу просто ,  а ?  ;а;;;;;;;а;CONJ;_;а
40678;;?;?;PUNCT;_;;;;;;;;;;;?;PUNCT;_;
40679;;;;;_;;;;;;;;;;;;;;
40680;</speech>;;;;_;;;;;;;;;;;;;;
40681;;;;;_;;;;;;;;;;;;;;
40682;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40683;"<distinct form=""Мож""></distinct>";;;;;;;;;;;;;;;;;;
40684;;Может;может;PARENTH;_;;;   Мож ,  переложишь ?;т;е;ж;о;М;;;может;PARENTH;_;т
40685;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40686;;переложишь;переложить;V;fut,sg,indic,2p,pf,tran;;; Мож ,  переложишь ?  ;ь;ш;и;ж;о;л;;переложить;V;_;ь
40687;;?;?;PUNCT;_;;;;;;;;;;;?;PUNCT;_;
40688;;;;;_;;;;;;;;;;;;;;
40689;</speech>;;;;_;;;;;;;;;;;;;;
40690;;;;;_;;;;;;;;;;;;;;
40691;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40692;;Давай;давать;V;tran=sg,imper,2p,ipf;;;   Давай в алюминиевую . ;й;а;в;а;Д;;;давать;V;_;ь
40693;;в;в;PR;_;;;  Давай в алюминиевую .  ;в;;;;;;;в;PR;_;в
40694;;алюминиевую;алюминиевый;A;acc,sg,plen,f;;; Давай в алюминиевую .   ;ю;у;в;е;и;н;;алюминиевый;A;_;й
40695;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40696;;;;;_;;;;;;;;;;;;;;
40697;</speech>;;;;_;;;;;;;;;;;;;;
40698;;;;;_;;;;;;;;;;;;;;
40699;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40700;;Я;я;SPRO;sg,1p=nom;;;   Я хочу из алюминиевой;Я;;;;;;;я;SPRO;_;я
40701;;хочу;хотеть;V;ipf,tran=praes,sg,indic,1p;;;  Я хочу из алюминиевой . ;у;ч;о;х;;;;хотеть;V;_;ь
40702;;из;из;PR;_;;; Я хочу из алюминиевой .  ;з;и;;;;;;из;PR;_;з
40703;;алюминиевой;алюминиевый;A;gen,sg,plen,f;;;Я хочу из алюминиевой .   ;й;о;в;е;и;н;;алюминиевый;A;_;й
40704;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40705;;;;;_;;;;;;;;;;;;;;
40706;</speech>;;;;_;;;;;;;;;;;;;;
40707;;;;;_;;;;;;;;;;;;;;
40708;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40709;;Я;я;SPRO;sg,1p=nom;;;   Я тебе как собаке;Я;;;;;;;я;SPRO;_;я
40710;;тебе;ты;SPRO;sg,2p=dat;;;  Я тебе как собаке кину;е;б;е;т;;;;ты;SPRO;_;ы
40711;;как;как;CONJ;_;;; Я тебе как собаке кину . ;к;а;к;;;;;как;CONJ;_;к
40712;;собаке;собака;S;f,anim=dat,sg;;;Я тебе как собаке кину .  ;е;к;а;б;о;с;;собака;S;_;а
40713;;кину;кинуть;V;pf,tran=fut,sg,indic,1p;;;тебе как собаке кину .   ;у;н;и;к;;;;кинуть;V;_;ь
40714;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40715;;;;;_;;;;;;;;;;;;;;
40716;</speech>;;;;_;;;;;;;;;;;;;;
40717;;;;;_;;;;;;;;;;;;;;
40718;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40719;;Хе;Хе;INTJ;_;;;   Хе .  ;е;Х;;;;;;Хе;INTJ;_;е
40720;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
40721;;;;;_;;;;;;;;;;;;;;
40722;</speech>;;;;_;;;;;;;;;;;;;;
40723;;;;;_;;;;;;;;;;;;;;
40724;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40725;;Или;или;CONJ;_;;;   Или  тебе в;и;л;И;;;;;или;CONJ;_;и
40726;"<distinct form=""те""></distinct>";;;;_;;;;;;;;;;;;;;
40727;;тебе;ты;SPRO;sg,2p=dat;;; Или  тебе в пластиковую лучше;е;б;е;т;;;;ты;SPRO;_;ы
40728;;в;в;PR;_;;;Или  тебе в пластиковую лучше ?;в;;;;;;;в;PR;_;в
40729;;пластиковую;пластиковый;A;acc,sg,plen,f;;; тебе в пластиковую лучше ? ;ю;у;в;о;к;и;;пластиковый;A;_;й
40730;;лучше;хорошо;PRAEDIC;comp;;;тебе в пластиковую лучше ?  ;е;ш;ч;у;л;;;хорошо;ADV;_;о
40731;;?;?;PUNCT;_;;;;;;;;;;;?;PUNCT;_;
40732;;;;;_;;;;;;;;;;;;;;
40733;</speech>;;;;_;;;;;;;;;;;;;;
40734;;;;;_;;;;;;;;;;;;;;
40735;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40736;;Нет;нет;PART;_;;;   Нет ,  в алюминиевой;т;е;Н;;;;;нет;PART;_;т
40737;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40738;;в;в;PR;_;;; Нет ,  в алюминиевой . ;в;;;;;;;в;PR;_;в
40739;;алюминиевой;алюминиевый;A;loc,sg,plen,f;;;Нет ,  в алюминиевой .  ;й;о;в;е;и;н;;алюминиевый;A;_;й
40740;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
40741;;;;;_;;;;;;;;;;;;;;
40742;</speech>;;;;_;;;;;;;;;;;;;;
40743;;;;;_;;;;;;;;;;;;;;
40744;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40745;;Чтобы;чтобы;CONJ;_;;;   Чтобы показать свое неуважение;ы;б;о;т;Ч;;;чтобы;CONJ;_;ы
40746;;показать;показать;V;inf,pf;;;  Чтобы показать свое неуважение . ;ь;т;а;з;а;к;;показать;V;_;ь
40747;;свое;свой;APRO;acc,sg,n;;; Чтобы показать свое неуважение .  ;е;о;в;с;;;;свой;APRO;_;й
40748;;неуважение;неуважение;S;n,inan=acc,sg;;;Чтобы показать свое неуважение .   ;е;и;н;е;ж;а;;неуважение;S;_;е
40749;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40750;;;;;;;;;;;;;;;;;;;
40751;# sent_id = 82;;;;_;;;;;;;;;;;;;;
40752;;Что;что;CONJ;_;;;.    Что я  тебя;о;т;Ч;;;;;что;CONJ;_;о
40753;;я;я;SPRO;sg,1p=nom;;;  Что я  тебя ...;я;;;;;;;я;SPRO;_;я
40754;"<distinct form=""те""></distinct>";;;;_;;;;;;;;;;;;;;
40755;;тебя;ты;SPRO;sg,2p=acc;;;Что я  тебя ...  ;я;б;е;т;;;;ты;SPRO;_;ы
40756;;...;...;PUNCT;_;;;;;;;;;;;...;PUNCT;_;
40757;;;;;_;;;;;;;;;;;;;;
40758;</speech>;;;;_;;;;;;;;;;;;;;
40759;;;;;_;;;;;;;;;;;;;;
40760;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40761;;В;в;PR;_;;;   В горелую алюминиевую тарелку;В;;;;;;;в;PR;_;в
40762;;горелую;горелый;A;acc,sg,plen,f;;;  В горелую алюминиевую тарелку .;ю;у;л;е;р;о;;горелый;A;_;й
40763;;алюминиевую;алюминиевый;A;acc,sg,plen,f;;; В горелую алюминиевую тарелку . ;ю;у;в;е;и;н;;алюминиевый;A;_;й
40764;;тарелку;тарелка;S;f,inan=acc,sg;;;В горелую алюминиевую тарелку .  ;у;к;л;е;р;а;;тарелка;S;_;а
40765;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
40766;;;;;_;;;;;;;;;;;;;;
40767;</speech>;;;;_;;;;;;;;;;;;;;
40768;;;;;_;;;;;;;;;;;;;;
40769;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40770;;Что;что;CONJ;_;;;   Что я тебя не;о;т;Ч;;;;;что;CONJ;_;о
40771;;я;я;SPRO;sg,1p=nom;;;  Что я тебя не уважаю;я;;;;;;;я;SPRO;_;я
40772;;тебя;ты;SPRO;sg,2p=acc;;; Что я тебя не уважаю , ;я;б;е;т;;;;ты;SPRO;_;ы
40773;;не;не;PART;_;;;Что я тебя не уважаю ,  надо;е;н;;;;;;не;PART;_;е
40774;;уважаю;уважать;V;ipf,tran=praes,sg,indic,1p;;;я тебя не уважаю ,  надо в;ю;а;ж;а;в;у;;уважать;V;_;ь
40775;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40776;;надо;надо;PRAEDIC;_;;;не уважаю ,  надо в пластиковую тарелку;о;д;а;н;;;;надо;ADV;_;о
40777;;в;в;PR;_;;;уважаю ,  надо в пластиковую тарелку . ;в;;;;;;;в;PR;_;в
40778;;пластиковую;пластиковый;A;acc,sg,plen,f;;;,  надо в пластиковую тарелку .  ;ю;у;в;о;к;и;;пластиковый;A;_;й
40779;;тарелку;тарелка;S;f,inan=acc,sg;;;надо в пластиковую тарелку .   ;у;к;л;е;р;а;;тарелка;S;_;а
40780;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40781;;;;;_;;;;;;;;;;;;;;
40782;</speech>;;;;_;;;;;;;;;;;;;;
40783;;;;;_;;;;;;;;;;;;;;
40784;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40785;;Лучше;хорошо;PRAEDIC;comp;;;   Лучше еще не ... ;е;ш;ч;у;Л;;;хорошо;ADV;_;о
40786;;еще;еще;ADV;_;;;  Лучше еще не ...  в;е;щ;е;;;;;еще;ADV;_;е
40787;;не;не;PART;_;;; Лучше еще не ...  в немытую;е;н;;;;;;не;PART;_;е
40788;;... ;... ;PUNCT;_;;;;;;;;;;;... ;PUNCT;_;
40789;;в;в;PR;_;;;еще не ...  в немытую .  ;в;;;;;;;в;PR;_;в
40790;;немытую;немытый;A;acc,sg,plen,f;;;не ...  в немытую .   ;ю;у;т;ы;м;е;;немытый;A;_;й
40791;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40792;;;;;_;;;;;;;;;;;;;;
40793;</speech>;;;;_;;;;;;;;;;;;;;
40794;;;;;_;;;;;;;;;;;;;;
40795;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40796;;Я;я;SPRO;sg,1p=nom;;;   Я  скажу ... ;Я;;;;;;;я;SPRO;_;я
40797;"<distinct form=""ска""></distinct>";;;;_;;;;;;;;;;;;;;
40798;;скажу;сказать;V;pf,tran=fut,sg,indic,1p;;; Я  скажу ...   ;у;ж;а;к;с;;;сказать;V;_;ь
40799;;... ;... ;PUNCT;_;;;;;;;;;;;... ;PUNCT;_;
40800;;;;;;;;;;;;;;;;;;;
40801;# sent_id = 83;;;;_;;;;;;;;;;;;;;
40802;;Не;не;PART;_;;;...    Не комильфо в одноразовых;е;Н;;;;;;не;PART;_;е
40803;;комильфо;комильфо;PRAEDIC;_;;;  Не комильфо в одноразовых тарелках;о;ф;ь;л;и;м;;комильфо;A;_;о
40804;;в;в;PR;_;;; Не комильфо в одноразовых тарелках есть;в;;;;;;;в;PR;_;в
40805;;одноразовых;одноразовый;A;loc,pl,plen;;;Не комильфо в одноразовых тарелках есть . ;х;ы;в;о;з;а;;одноразовый;A;_;й
40806;;тарелках;тарелка;S;f,inan=loc,pl;;;комильфо в одноразовых тарелках есть .  ;х;а;к;л;е;р;;тарелка;S;_;а
40807;;есть;быть;V;praes,pl,indic,3p,ipf;;;в одноразовых тарелках есть .   ;ь;т;с;е;;;;быть;V;_;ь
40808;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40809;;;;;;;;;;;;;;;;;;;
40810;# sent_id = 84;;;;_;;;;;;;;;;;;;;
40811;;Тем;то;SPRO;sg,n,inan=ins;;;.    Тем более как там;м;е;Т;;;;;то;SPRO;_;о
40812;;более;более;ADV;_;;;  Тем более как там , ;е;е;л;о;б;;;более;ADV;_;е
40813;;как;как;CONJ;_;;; Тем более как там ,  ну;к;а;к;;;;;как;CONJ;_;к
40814;;там;там;ADVPRO;_;;;Тем более как там ,  ну , ;м;а;т;;;;;там;ADVPRO;_;м
40815;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40816;;ну;ну;PART;_;;;как там ,  ну ,  это просто;у;н;;;;;;ну;PART;_;у
40817;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40818;;это;этот;APRO;_;;;,  ну ,  это просто неуважение , ;о;т;э;;;;;этот;APRO;_;т
40819;;просто;просто;PART;_;;;ну ,  это просто неуважение ,  Валер;о;т;с;о;р;п;;просто;PART;_;о
40820;;неуважение;неуважение;S;n,inan=nom,sg;;;,  это просто неуважение ,  Валер . ;е;и;н;е;ж;а;;неуважение;S;_;е
40821;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40822;;Валер;валер;S;m,inan=nom,sg;;;просто неуважение ,  Валер .   ;р;е;л;а;В;;;валер;S;_;р
40823;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40824;;;;;;;;;;;;;;;;;;;
40825;# sent_id = 85;;;;_;;;;;;;;;;;;;;
40826;;Я;я;SPRO;sg,1p=nom;;;.    Я тебя не уважаю;Я;;;;;;;я;SPRO;_;я
40827;;тебя;ты;SPRO;sg,2p=acc;;;  Я тебя не уважаю . ;я;б;е;т;;;;ты;SPRO;_;ы
40828;;не;не;PART;_;;; Я тебя не уважаю .  ;е;н;;;;;;не;PART;_;е
40829;;уважаю;уважать;V;ipf,tran=praes,sg,indic,1p;;;Я тебя не уважаю .   ;ю;а;ж;а;в;у;;уважать;V;_;ь
40830;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40831;;;;;;;;;;;;;;;;;;;
40832;# sent_id = 86;;;;_;;;;;;;;;;;;;;
40833;;Давай;давать;V;tran=sg,imper,2p,ipf;;;.    Давай я  тебе;й;а;в;а;Д;;;давать;V;_;ь
